# started_at=2025-12-14T01:53:18+03:00
# cmd: vmstat 1
# app_pid=1101786

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 10749536 1087176 8279352    0    0     0   840 22309 46111 27 10 62  1  0
 3  0      0 10749536 1087176 8279352    0    0     0 17920 23285 40627 20  8 71  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   436 20048 39068 18  8 74  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    36 16505 29235 23  7 70  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1060 24781 56425 21 11 67  1  0
 3  0      0 10749536 1087176 8279352    0    0     0    68 20143 33142 50 11 39  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 10749536 1087176 8279352    0    0     0  1992 18353 45475 32  6 62  0  0
 7  1      0 10749536 1087176 8279352    0    0     0   688 18612 32379 53 10 37  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   324 17833 36866 16  7 77  0  0
 6  1      0 10749536 1087176 8279352    0    0     0   460 17157 32732 14  6 79  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   104 16942 29874 16  6 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   456 18057 28544 15  6 79  0  0
15  1      0 10749536 1087176 8279352    0    0     0  1508 17723 33086 25  8 66  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   308 20753 27385 33  6 61  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   228 21846 33675 16  6 78  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   468 24513 51418 24  9 67  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  6792 22901 32527 17  7 76  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   292 20019 29544 16  5 79  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1492 27873 41484 21 10 69  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   212 23626 38259 21  6 73  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   108 19873 27735 15  6 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   372 22930 38559 16  8 76  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    32 25146 27736 37  6 57  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2088 21543 31429 12  5 82  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    96 23611 40569 45  6 49  0  0
 6  1      0 10749536 1087176 8279352    0    0     0   608 22379 32668 15  6 78  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   152 20878 29308 15  7 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 10749536 1087176 8279352    0    0     0   748 20502 28514 12  4 83  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  1664 21220 31196 11  6 82  0  0
11  0      0 10749536 1087176 8279352    0    0     0    64 19951 27317 26  4 70  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   600 26108 38171 32  9 59  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  7188 50066 34245 16 13 71  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    80 19974 27104 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   404 23979 52171 23 10 67  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   212 21883 32544 18  5 77  0  0
 9  0      0 10749536 1087176 8279352    0    0     0    56 19174 26470 14  6 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   216 22183 33306 15  7 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   328 21864 24495 36  5 60  0  0
 5  0      0 10749536 1087176 8279352    0    0     0 10148 23741 37741 14  8 78  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  2208 23455 39940 16  6 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    36 19606 26804 15  6 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   440 22153 35939 15  8 77  0  0
13  0      0 10749536 1087176 8279352    0    0     0  4484 23737 50508 33  7 60  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   624 26353 41159 32 10 57  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1572 22813 37625 15  7 78  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   128 21030 31373 17  6 77  0  0
10  0      0 10749536 1087176 8279352    0    0     0   408 23997 37593 18  8 74  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   400 19471 26788 14  5 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 10749536 1087176 8279352    0    0     0   492 22647 34668 15  7 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1252 22161 34569 15  6 79  0  0
 8  0      0 10749536 1087176 8279352    0    0     0    92 20189 29156 14  6 80  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   404 24998 55375 26 11 62  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   152 25754 25314 41  5 54  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   396 23325 37926 15  8 76  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   320 20242 33839 39  7 54  0  0
12  0      0 10749536 1087176 8279352    0    0     0   160 15105 27586 16  6 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    92 16938 31388 16  6 78  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   108 15628 28451 15  5 81  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  5960 18566 35118 16  7 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    96 16580 31079 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1800 17434 44972 21  8 71  0  0
 7  0      0 10749536 1087176 8279352    0    0     0 10972 27202 40256 40  9 49  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   272 17958 33877 15  6 79  0  0
 9  0      0 10749536 1087176 8279352    0    0     0    12 14999 23221 38  6 56  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   436 18503 35755 17  9 74  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   572 21489 47518 25 12 63  1  0
23  0      0 10749536 1087176 8279352    0    0     0   152 15036 27069 14  6 79  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   888 17539 33095 15  5 79  1  0
13  0      0 10749536 1087176 8279352    0    0     0    48 15233 25906 26  5 68  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 10749536 1087176 8279352    0    0     0   472 21517 52530 36  9 55  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   164 15925 30996 16  7 77  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  2444 16191 26044 39  6 55  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   612 18433 36541 15  7 77  0  0
 7  0      0 10749536 1087176 8279352    0    0     0    20 16778 30809 15  6 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   384 18908 38695 17  8 74  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    24 14364 24335 15  5 80  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   560 15877 29759 17  6 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  6316 19146 36500 18  7 74  1  0
 4  0      0 10749536 1087176 8279352    0    0     0    12 18484 27942 47  7 46  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   144 16109 28928 14  4 81  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   368 16498 30064 39  8 53  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    68 16265 30629 18  7 75  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1788 17871 34871 15  6 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   400 15881 28531 15  7 78  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   508 19801 41689 16  6 77  0  0
13  0      0 10749536 1087176 8279352    0    0     0    56 14574 24963 25  6 69  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   464 20060 35926 29  9 61  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   124 20450 43236 20  6 73  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   432 16069 27704 11  5 83  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   104 15672 27757 13  4 82  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 10749536 1087176 8279352    0    0     0   176 16895 31618 15  7 78  1  0
 6  0      0 10749536 1087176 8279352    0    0     0    96 25062 27903 13 11 76  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7500 23317 44702 18  9 72  2  0
 4  0      0 10749536 1087176 8279352    0    0     0  6324 15453 26263 14  6 79  0  0
13  0      0 10749536 1087176 8279352    0    0     0   704 18816 33850 16  5 79  0  0
 6  0      0 10749536 1087176 8279352    0    0     0    68 21340 25541 41  7 51  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    20 13863 23652 14  5 81  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   268 16906 25614 37  6 57  0  0
11  0      0 10749536 1087176 8279352    0    0     0  1624 18254 44418 24  8 67  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   156 17456 29542 17  5 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   200 15143 26554 15  5 80  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   116 16735 31302 15  7 78  0  0
12  0      0 10749536 1087176 8279352    0    0     0   104 15697 28447 28  5 67  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1536 18889 30211 27  6 66  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   308 18962 39113 16  7 77  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   184 16600 30657 16  6 78  0  0
 8  1      0 10749536 1087176 8279352    0    0     0   400 16848 31294 15  7 77  1  0
12  0      0 10749536 1087176 8279352    0    0     0   128 19362 40472 22  6 71  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  5276 19200 38368 18  8 74  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   212 16100 29153 15  5 80  0  0
10  0      0 10749536 1087176 8279352    0    0     0   128 18404 29427 39  9 52  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 10749536 1087176 8279352    0    0     0   164 16892 31503 16  7 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  7052 18937 31318 16  5 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1092 14828 25963 14  5 81  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   128 15512 28321 17  4 79  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   480 18406 35882 17  8 75  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   216 17589 43059 23  9 69  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   304 20973 33228 42  7 50  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    60 15459 26262 14  6 80  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  1648 18546 36333 37  7 55  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   276 16995 31803 16  6 77  0  0
 7  0      0 10749536 1087176 8279352    0    0     0 13656 23775 45068 16  9 73  2  0
 5  0      0 10749536 1087176 8279352    0    0     0   736 23036 51105 20  8 71  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   108 15182 26958 13  6 81  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   352 18519 35616 16  5 78  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   176 15638 35957 21  7 72  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   112 17647 25267 38  6 55  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   692 17560 33040 15  7 78  1  0
 3  0      0 10749536 1087176 8279352    0    0     0    32 14171 24072 14  5 82  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   376 18330 36167 14  6 79  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    36 16964 32770 18  7 75  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  2312 14634 25541 16  5 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   612 20776 42893 16  8 75  0  0
 3  0      0 10749536 1087176 8279352    0    0     0    28 17359 23303 35  5 59  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   484 21096 49623 20  8 72  1  0
 8  0      0 10749536 1087176 8279352    0    0     0    12 17968 34726 41  8 51  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   460 16362 30775 16  7 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  6016 17450 33283 13  7 79  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   240 15997 28941 16  6 78  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   276 17718 34156 15  6 79  0  0
14  0      0 10749536 1087176 8279352    0    0     0    32 14221 23678 29  6 65  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    48 17182 24778 27  6 67  0  0
 3  0      0 10749536 1087176 8279352    0    0     0  8276 20837 36893 15  6 78  1  0
10  0      0 10749536 1087176 8279352    0    0     0   172 17864 40645 44  7 49  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   136 16570 31862 17  6 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   420 17678 34263 16  8 75  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   184 16424 30361 15  7 77  0  0
10  1      0 10749536 1087176 8279352    0    0     0  1548 16499 30735 19  5 76  0  0
15  0      0 10749536 1087176 8279352    0    0     0   332 16038 27290 27  6 67  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   628 23865 43241 33  9 58  1  0
 2  0      0 10749536 1087176 8279352    0    0     0   372 17170 37182 18  9 72  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    12 23301 24081 39 12 49  0  0
 9  0      0 10749536 1087176 8279352    0    0     0  2488 18114 43492 19  7 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   172 17686 29546 20  6 75  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   116 15687 27420 15  5 80  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   276 17711 34816 18  9 74  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   244 14218 24511 15  5 79  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   924 18838 37092 15  8 76  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1072 19815 29087 39  6 55  0  0
 4  1      0 10749536 1087176 8279352    0    0     0   308 17154 31028 15  5 80  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   128 18144 30519 38  7 54  0  0
 8  0      0 10749536 1087176 8279352    0    0     0    40 18136 42134 21  7 72  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   488 17719 36737 18  6 75  1  0
 8  1      0 10749536 1087176 8279352    0    0     0  1300 17506 30461 15  6 78  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  7460 19740 41032 18  7 74  1  0
10  0      0 10749536 1087176 8279352    0    0     0    48 15937 30447 29  6 64  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   132 17516 25698 27  6 68  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   580 19894 38633 18  8 74  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   144 14999 22841 38  5 57  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   616 20495 41277 18  8 73  1  0
 8  0      0 10749536 1087176 8279352    0    0     0     0 15603 35789 20  6 74  0  0
 5  0      0 10749536 1087176 8279352    0    0     0    64 15873 28487 17  7 77  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  6780 15559 28535 14  6 80  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  2076 18623 37074 15  8 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   216 14998 26898 14  4 82  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   200 19189 30113 45  9 47  0  0
 4  0      0 10749536 1087176 8279352    0    0     0    52 16300 31079 16  6 78  0  0
