# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -w -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID   cswch/s nvcswch/s  Command
02:12:49 AM 174209043         -   1110564    179.00      2.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1117362     13.00      0.00  |__app_linux_amd64
02:12:49 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:50 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:50 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1101788    185.00      0.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1101789    183.00      0.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1101791    190.00      1.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1108706    387.00     13.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1109455    216.00     11.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1110564    214.00     10.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1117362    173.00      6.00  |__app_linux_amd64
02:12:50 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:51 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:51 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1101788    230.00      0.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1101789     70.00      0.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1101791    316.00     12.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1108706    102.00      1.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1109455    305.00     21.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1110564    197.00     18.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1117362    342.00     18.00  |__app_linux_amd64
02:12:51 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:52 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:52 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1101788    355.00      2.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1101789    313.00      3.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1101791     81.00      0.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1108706     97.00      0.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1109455    295.00      4.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1110564     61.00      2.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1117362    289.00     13.00  |__app_linux_amd64
02:12:52 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:53 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:53 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1101788    257.00      2.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1101789    189.00      8.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1101791    327.00      5.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1108706    326.00     16.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1109455    311.00     18.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1110564     25.00      0.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1117362     40.00      0.00  |__app_linux_amd64
02:12:53 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:54 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:54 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1101788    263.00      0.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1101789    334.00      9.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1101791     25.00      1.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1108706    249.00      6.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1109455    394.00     17.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1110564    296.00     19.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1117362     42.00      1.00  |__app_linux_amd64
02:12:54 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:55 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:55 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1101788    215.00      1.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1101789    293.00     20.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1101791      3.00      0.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1108706     33.00      5.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1109455    237.00     16.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1110564    278.00     13.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1117362    264.00     16.00  |__app_linux_amd64
02:12:55 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:56 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:56 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1101788    302.00      2.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1101789    338.00     27.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1101791    313.00     13.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1109455    192.00     11.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1110564    107.00      4.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1117362    313.00     33.00  |__app_linux_amd64
02:12:56 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:57 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:57 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1101788    446.00      2.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1101789    392.00      9.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1101791    211.00      9.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1109455    125.00      4.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1110564    312.00      7.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1117362    247.00      1.00  |__app_linux_amd64
02:12:57 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:58 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:58 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1101788    226.00      1.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1101789    244.00      2.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1101791    313.00     10.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1109455    252.00      2.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1110564    267.00      4.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1117362    295.00      6.00  |__app_linux_amd64
02:12:58 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:12:59 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:12:59 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1101788    397.00      1.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1101789    215.00      0.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1101791    174.00      0.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1108706    251.00      4.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1109455    351.00     10.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1110564    309.00     30.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1117362     73.00      2.00  |__app_linux_amd64
02:12:59 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:13:00 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:13:00 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1101788    107.00      0.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1101789     85.00      5.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1101791    258.00      5.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1108706    460.00      7.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1109455    293.00     18.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1110564    168.00      3.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1117362      0.00      0.00  |__app_linux_amd64
02:13:00 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:13:01 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:13:01 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1101788    319.00      4.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1101789    248.00      4.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1101791    282.00     12.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1108706    268.00      5.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1109455    180.00      0.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1110564    162.00      0.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1117362    152.00      8.00  |__app_linux_amd64
02:13:01 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:13:02 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1101788    211.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1101789    303.00      6.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1101791    367.00      3.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1108706     90.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1109455    172.00      0.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1110564     73.00      1.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1117362    250.00      3.00  |__app_linux_amd64
02:13:02 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:13:03 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:13:03 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1101788    302.00      2.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1101789    187.00      1.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1101791    307.00      2.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1101792    229.00      4.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1108706    187.00      1.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1109455    144.00      2.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1110564     74.00      1.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1117362    242.00     11.00  |__app_linux_amd64
02:13:03 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:13:04 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:13:04 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1101788    232.00      0.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1101789    221.00      9.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1101791    359.00     23.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1101792    235.00     22.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1108706    250.00      6.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1109455      2.00      0.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1110564      0.00      0.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1117362    227.00      3.00  |__app_linux_amd64
02:13:04 AM 174209043         -   1124788      0.00      0.00  |__app_linux_amd64
02:13:05 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
02:13:05 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
